ClusterA	ClusterB	Gene_class	Count
36	39	distant	0
36	42	distant	0
36	27	distant	2018
36	16	distant	0
36	51	distant	2180
26	2	distant	3301
26	3	distant	3347
26	4	distant	3375
26	9	distant	0
26	10	distant	0
26	13	distant	2967
26	14	distant	0
26	15	distant	0
26	18	distant	2457
26	20	distant	2809
26	25	distant	2808
26	29	distant	2945
26	38	distant	2685
26	40	distant	0
26	1	distant	0
26	7	distant	3425
26	11	distant	2903
26	17	distant	2899
26	31	distant	3010
26	33	distant	2678
26	46	distant	2796
26	6	distant	0
26	16	distant	0
26	19	distant	3089
26	34	distant	0
26	45	distant	0
26	48	distant	0
26	27	distant	2624
26	37	distant	2884
26	51	distant	2396
26	42	distant	0
26	39	distant	0
26	44	distant	2708
26	47	distant	2455
26	41	distant	2468
14	1	distant	0
14	2	distant	3348
14	3	distant	3289
14	4	distant	3270
14	6	distant	0
14	7	distant	3408
14	9	distant	0
14	10	distant	0
14	13	distant	2916
14	15	distant	0
14	18	distant	2417
14	19	distant	3077
14	20	distant	2716
14	25	distant	2817
14	29	distant	2738
14	31	distant	2825
14	33	distant	2513
14	34	distant	0
14	37	distant	2784
14	38	distant	2470
14	41	distant	2354
14	44	distant	2553
14	45	distant	0
14	46	distant	2604
14	48	distant	0
14	40	distant	0
14	39	distant	0
14	11	distant	2818
14	17	distant	2776
14	47	distant	2382
14	51	distant	2257
14	27	distant	2399
14	42	distant	0
14	16	distant	0
6	1	distant	0
6	2	distant	3900
6	3	distant	3864
6	4	distant	3869
6	7	distant	3961
6	9	distant	0
6	10	distant	0
6	13	distant	3432
6	15	distant	0
6	18	distant	2600
6	19	distant	3476
6	20	distant	3063
6	25	distant	3293
6	29	distant	3166
6	31	distant	3137
6	33	distant	2859
6	34	distant	0
6	37	distant	3243
6	38	distant	2827
6	41	distant	2700
6	44	distant	2916
6	45	distant	0
6	46	distant	2921
6	48	distant	0
6	39	distant	0
6	11	distant	3293
6	16	distant	0
6	17	distant	3247
6	40	distant	0
6	27	distant	2649
6	47	distant	2633
6	51	distant	2416
6	42	distant	0
9	1	distant	0
9	2	distant	2872
9	3	distant	2921
9	4	distant	3012
9	7	distant	2915
9	10	distant	0
9	13	distant	2762
9	15	distant	0
9	18	distant	2436
9	19	distant	2708
9	20	distant	2392
9	25	distant	2790
9	29	distant	2571
9	31	distant	2602
9	33	distant	2591
9	34	distant	0
9	37	distant	2598
9	38	distant	2431
9	41	distant	2299
9	44	distant	2530
9	45	distant	0
9	46	distant	2536
9	48	distant	0
9	40	distant	0
9	39	distant	0
9	17	distant	2711
9	47	distant	2249
9	42	distant	0
9	11	distant	2577
9	51	distant	2190
9	16	distant	0
9	27	distant	2177
39	1	distant	0
39	2	distant	2689
39	3	distant	2807
39	7	distant	2770
39	10	distant	0
39	13	distant	2640
39	29	distant	2576
39	31	distant	2622
39	33	distant	2431
39	37	distant	2642
39	38	distant	2484
39	45	distant	0
39	15	distant	0
39	18	distant	2258
39	19	distant	2583
39	34	distant	0
39	41	distant	2355
39	42	distant	0
39	4	distant	2777
39	11	distant	2545
39	40	distant	0
39	48	distant	0
39	17	distant	2569
39	27	distant	2351
39	20	distant	2393
39	25	distant	2526
39	46	distant	2404
39	51	distant	2239
39	16	distant	0
39	44	distant	2433
39	47	distant	2289
15	1	distant	0
15	2	distant	3138
15	3	distant	3211
15	4	distant	3289
15	7	distant	3218
15	10	distant	0
15	13	distant	3014
15	18	distant	2465
15	19	distant	2860
15	20	distant	2579
15	25	distant	3099
15	29	distant	2755
15	31	distant	2763
15	33	distant	2740
15	34	distant	0
15	37	distant	2725
15	38	distant	2503
15	41	distant	2486
15	44	distant	2722
15	45	distant	0
15	46	distant	2698
15	48	distant	0
15	40	distant	0
15	17	distant	2923
15	47	distant	2419
15	27	distant	2300
15	42	distant	0
15	11	distant	2836
15	16	distant	0
15	51	distant	2354
34	1	distant	0
34	2	distant	3334
34	3	distant	3333
34	4	distant	3353
34	7	distant	3463
34	10	distant	0
34	13	distant	3026
34	18	distant	2292
34	19	distant	3069
34	20	distant	2737
34	25	distant	2871
34	29	distant	2853
34	31	distant	2887
34	33	distant	2616
34	37	distant	2841
34	38	distant	2544
34	41	distant	2561
34	44	distant	2766
34	45	distant	0
34	46	distant	2736
34	48	distant	0
34	11	distant	2967
34	16	distant	0
34	17	distant	2834
34	40	distant	0
34	51	distant	2398
34	42	distant	0
34	27	distant	2497
34	47	distant	2406
42	1	distant	0
42	2	distant	2564
42	3	distant	2553
42	7	distant	2736
42	10	distant	0
42	13	distant	2444
42	18	distant	1997
42	19	distant	2464
42	29	distant	2270
42	33	distant	2233
42	37	distant	2501
42	38	distant	2329
42	41	distant	2280
42	4	distant	2578
42	45	distant	0
42	17	distant	2332
42	20	distant	2337
42	40	distant	0
42	11	distant	2453
42	48	distant	0
42	31	distant	2366
42	27	distant	2301
42	46	distant	2388
42	47	distant	2255
42	16	distant	0
42	25	distant	2435
42	51	distant	2254
42	44	distant	2483
48	1	distant	0
48	2	distant	3027
48	3	distant	3064
48	4	distant	2964
48	7	distant	3075
48	10	distant	0
48	13	distant	2779
48	18	distant	2175
48	19	distant	2857
48	20	distant	2560
48	25	distant	2568
48	29	distant	2680
48	31	distant	2588
48	33	distant	2422
48	37	distant	2709
48	38	distant	2443
48	41	distant	2381
48	44	distant	2498
48	45	distant	0
48	46	distant	2575
48	11	distant	2767
48	16	distant	0
48	17	distant	2645
48	40	distant	0
48	27	distant	2370
48	51	distant	2253
48	47	distant	2300
20	1	distant	2912
20	2	distant	0
20	3	distant	0
20	4	distant	0
20	7	distant	3661
20	10	distant	2724
20	13	distant	0
20	18	distant	0
20	19	distant	3268
20	25	distant	0
20	29	distant	0
20	31	distant	2990
20	33	distant	2732
20	37	distant	3169
20	38	distant	2738
20	41	distant	0
20	44	distant	0
20	45	distant	2125
20	46	distant	2853
20	40	distant	2870
20	11	distant	0
20	17	distant	0
20	16	distant	2601
20	47	distant	0
20	51	distant	2352
20	27	distant	0
4	1	distant	3905
4	2	distant	0
4	3	distant	0
4	7	distant	4718
4	10	distant	3324
4	13	distant	0
4	18	distant	0
4	19	distant	3856
4	25	distant	0
4	29	distant	0
4	31	distant	3699
4	33	distant	3377
4	37	distant	3528
4	38	distant	3242
4	41	distant	0
4	44	distant	3478
4	45	distant	2342
4	46	distant	3319
4	40	distant	3506
4	11	distant	0
4	17	distant	0
4	16	distant	2931
4	27	distant	0
4	47	distant	0
4	51	distant	2538
13	1	distant	3363
13	2	distant	0
13	3	distant	0
13	7	distant	4090
13	10	distant	3030
13	18	distant	0
13	19	distant	3466
13	25	distant	0
13	29	distant	0
13	31	distant	3230
13	33	distant	2993
13	37	distant	3276
13	38	distant	3031
13	41	distant	0
13	44	distant	3050
13	45	distant	2289
13	46	distant	3045
13	40	distant	3243
13	11	distant	0
13	17	distant	0
13	16	distant	2730
13	47	distant	0
13	27	distant	0
13	51	distant	2443
29	1	distant	2989
29	2	distant	0
29	3	distant	0
29	7	distant	3731
29	10	distant	2733
29	18	distant	0
29	19	distant	3291
29	25	distant	0
29	31	distant	3331
29	33	distant	3019
29	37	distant	3159
29	38	distant	3016
29	41	distant	0
29	44	distant	2821
29	45	distant	2173
29	46	distant	3019
29	40	distant	2886
29	11	distant	0
29	17	distant	0
29	16	distant	2525
29	51	distant	2336
29	27	distant	0
29	47	distant	0
3	1	distant	3800
3	2	distant	0
3	7	distant	4732
3	10	distant	3334
3	18	distant	0
3	19	distant	3834
3	25	distant	0
3	31	distant	3659
3	33	distant	3364
3	37	distant	3521
3	38	distant	3277
3	41	distant	0
3	44	distant	3218
3	45	distant	2335
3	46	distant	3373
3	40	distant	3441
3	11	distant	0
3	17	distant	0
3	16	distant	3012
3	27	distant	0
3	47	distant	0
3	51	distant	2600
25	1	distant	3146
25	2	distant	0
25	7	distant	3665
25	10	distant	2899
25	18	distant	0
25	19	distant	3186
25	31	distant	2962
25	33	distant	2776
25	37	distant	3002
25	38	distant	2783
25	41	distant	0
25	44	distant	2861
25	45	distant	2140
25	46	distant	2891
25	40	distant	2947
25	11	distant	0
25	16	distant	2666
25	17	distant	0
25	47	distant	0
25	27	distant	0
25	51	distant	2414
27	1	distant	2603
27	2	distant	0
27	17	distant	0
27	37	distant	2413
27	33	distant	2255
27	40	distant	2443
27	10	distant	2523
27	7	distant	2745
27	11	distant	0
27	38	distant	2332
27	31	distant	2376
27	41	distant	0
27	44	distant	2348
27	46	distant	2320
27	47	distant	0
27	19	distant	2414
27	51	distant	2155
27	16	distant	2428
27	18	distant	0
27	45	distant	1932
2	1	distant	3784
2	7	distant	4779
2	10	distant	3226
2	18	distant	0
2	19	distant	4035
2	31	distant	3508
2	33	distant	3232
2	37	distant	3601
2	38	distant	3087
2	41	distant	0
2	44	distant	0
2	45	distant	2368
2	46	distant	3261
2	40	distant	3370
2	11	distant	0
2	16	distant	2944
2	17	distant	0
2	47	distant	0
2	51	distant	2565
41	1	distant	2643
41	7	distant	3160
41	10	distant	2452
41	18	distant	0
41	19	distant	2786
41	31	distant	2784
41	33	distant	2616
41	37	distant	2731
41	38	distant	2624
41	44	distant	2675
41	45	distant	2000
41	46	distant	2619
41	11	distant	0
41	17	distant	0
41	47	distant	0
41	40	distant	2698
41	16	distant	2311
41	51	distant	2197
47	1	distant	2560
47	7	distant	3024
47	11	distant	0
47	17	distant	0
47	18	distant	0
47	31	distant	2681
47	33	distant	2544
47	37	distant	2661
47	38	distant	2547
47	46	distant	2456
47	19	distant	2712
47	40	distant	2684
47	44	distant	0
47	10	distant	2428
47	16	distant	2329
47	51	distant	2140
47	45	distant	2005
17	1	distant	3184
17	7	distant	3971
17	11	distant	0
17	31	distant	3228
17	33	distant	3118
17	38	distant	3025
17	40	distant	3037
17	46	distant	3133
17	16	distant	2569
17	19	distant	3327
17	45	distant	2221
17	37	distant	3253
17	18	distant	0
17	10	distant	2826
17	44	distant	2912
17	51	distant	2451
11	1	distant	3268
11	7	distant	3910
11	31	distant	3095
11	33	distant	2838
11	38	distant	2922
11	40	distant	3158
11	46	distant	2972
11	16	distant	2663
11	19	distant	3402
11	45	distant	2165
11	18	distant	0
11	37	distant	3199
11	10	distant	2942
11	44	distant	2966
11	51	distant	2389
40	10	distant	0
40	18	distant	2238
40	38	distant	2752
40	1	distant	0
40	7	distant	3540
40	31	distant	2910
40	33	distant	2697
40	46	distant	2782
40	16	distant	0
40	19	distant	3159
40	45	distant	0
40	37	distant	3047
40	44	distant	2917
40	51	distant	2361
10	1	distant	0
10	7	distant	3355
10	18	distant	2422
10	19	distant	3066
10	31	distant	2764
10	33	distant	2543
10	37	distant	0
10	38	distant	2536
10	44	distant	2700
10	45	distant	0
10	46	distant	0
10	16	distant	0
10	51	distant	2337
19	1	distant	3329
19	7	distant	0
19	18	distant	2485
19	31	distant	3193
19	33	distant	2912
19	37	distant	0
19	38	distant	2897
19	44	distant	3211
19	45	distant	2261
19	46	distant	0
19	16	distant	2829
19	51	distant	0
37	1	distant	0
37	7	distant	0
37	18	distant	2389
37	31	distant	0
37	33	distant	0
37	38	distant	0
37	44	distant	0
37	45	distant	2227
37	46	distant	0
37	16	distant	0
37	51	distant	0
7	1	distant	3841
7	18	distant	2663
7	31	distant	3658
7	33	distant	3319
7	38	distant	3269
7	44	distant	0
7	45	distant	2389
7	46	distant	0
7	16	distant	3110
7	51	distant	0
46	1	distant	0
46	18	distant	2313
46	31	distant	0
46	33	distant	0
46	38	distant	0
46	44	distant	0
46	45	distant	2171
46	16	distant	0
46	51	distant	0
1	18	distant	2576
1	31	distant	3057
1	33	distant	2858
1	38	distant	2727
1	44	distant	3072
1	45	distant	0
1	16	distant	0
1	51	distant	2335
16	33	distant	2506
16	45	distant	0
16	31	distant	2588
16	18	distant	2134
16	44	distant	2644
16	51	distant	2395
16	38	distant	2431
33	18	distant	2396
33	31	distant	0
33	38	distant	0
33	44	distant	0
33	45	distant	2096
33	51	distant	2317
31	18	distant	2541
31	38	distant	0
31	44	distant	0
31	45	distant	2201
31	51	distant	2367
44	18	distant	2236
44	38	distant	0
44	45	distant	2138
44	51	distant	2462
51	45	distant	1941
51	18	distant	1943
51	38	distant	2278
38	18	distant	2344
38	45	distant	2124
45	18	distant	1984
35	1	Varied	2659
35	2	Varied	2831
35	3	Varied	2687
35	4	Varied	2716
35	5	Varied	2813
35	6	Varied	2884
35	7	Varied	2888
35	8	Varied	2575
35	9	Varied	2519
35	10	Varied	2544
35	12	Varied	3247
35	13	Varied	2578
35	14	Varied	2600
35	15	Varied	2520
35	18	Varied	2196
35	19	Varied	2838
35	20	Varied	2516
35	24	Varied	2840
35	25	Varied	2517
35	28	Varied	2478
35	29	Varied	2459
35	31	Varied	2401
35	32	Varied	2793
35	33	Varied	2310
35	34	Varied	2490
35	36	Varied	2374
35	37	Varied	2680
35	38	Varied	2393
35	41	Varied	2142
35	44	Varied	2555
35	45	Varied	2139
35	46	Varied	2449
35	48	Varied	2459
35	17	Varied	2555
35	22	Varied	2542
35	23	Varied	2518
35	26	Varied	2600
35	40	Varied	2676
35	42	Varied	2330
35	11	Varied	2501
35	16	Varied	2413
35	27	Varied	2152
35	30	Varied	1742
35	39	Varied	2437
35	51	Varied	2252
35	47	Varied	2084
28	1	Varied	2804
28	2	Varied	2544
28	3	Varied	2591
28	4	Varied	2552
28	5	Varied	2902
28	6	Varied	2887
28	7	Varied	2648
28	8	Varied	3328
28	9	Varied	3126
28	10	Varied	2625
28	12	Varied	3131
28	13	Varied	2518
28	14	Varied	2670
28	15	Varied	3267
28	18	Varied	2190
28	19	Varied	2463
28	20	Varied	2226
28	24	Varied	2574
28	25	Varied	2629
28	29	Varied	2306
28	31	Varied	2397
28	32	Varied	2518
28	33	Varied	2302
28	34	Varied	2517
28	36	Varied	3130
28	37	Varied	2373
28	38	Varied	2215
28	41	Varied	2187
28	44	Varied	2268
28	45	Varied	2025
28	46	Varied	2377
28	48	Varied	2348
28	11	Varied	2388
28	17	Varied	2436
28	40	Varied	2444
28	22	Varied	2644
28	39	Varied	2483
28	42	Varied	2203
28	23	Varied	2434
28	47	Varied	2000
28	26	Varied	2524
28	16	Varied	2287
28	27	Varied	1965
28	30	Varied	1711
28	51	Varied	2085
23	1	Varied	2797
23	2	Varied	2817
23	3	Varied	2896
23	4	Varied	2835
23	5	Varied	3019
23	6	Varied	2947
23	7	Varied	2916
23	10	Varied	2596
23	12	Varied	3090
23	14	Varied	2717
23	17	Varied	2726
23	18	Varied	2210
23	19	Varied	2699
23	20	Varied	2416
23	22	Varied	2682
23	24	Varied	2669
23	26	Varied	2780
23	29	Varied	2615
23	40	Varied	2727
23	42	Varied	2455
23	13	Varied	2683
23	31	Varied	2631
23	33	Varied	2522
23	37	Varied	2674
23	38	Varied	2547
23	48	Varied	2615
23	11	Varied	2635
23	27	Varied	2207
23	34	Varied	2609
23	39	Varied	2551
23	9	Varied	2604
23	15	Varied	2626
23	36	Varied	2408
23	45	Varied	2440
23	8	Varied	2671
23	32	Varied	2637
23	41	Varied	2331
23	16	Varied	2424
23	44	Varied	2511
23	46	Varied	2530
23	30	Varied	2107
23	51	Varied	2243
23	25	Varied	2454
23	47	Varied	2229
30	1	Varied	1957
30	2	Varied	1951
30	3	Varied	1980
30	4	Varied	1995
30	5	Varied	2047
30	10	Varied	1880
30	12	Varied	2074
30	14	Varied	1904
30	17	Varied	1886
30	24	Varied	1844
30	27	Varied	1728
30	34	Varied	1992
30	39	Varied	1853
30	48	Varied	1923
30	6	Varied	1993
30	7	Varied	2042
30	11	Varied	1899
30	20	Varied	1789
30	26	Varied	2013
30	32	Varied	1848
30	37	Varied	1883
30	51	Varied	1750
30	8	Varied	1885
30	9	Varied	1830
30	13	Varied	1943
30	16	Varied	1849
30	18	Varied	1632
30	19	Varied	1906
30	33	Varied	1836
30	38	Varied	1843
30	40	Varied	1998
30	46	Varied	1875
30	29	Varied	1841
30	31	Varied	1904
30	41	Varied	1789
30	15	Varied	1937
30	36	Varied	1796
30	45	Varied	1830
30	22	Varied	1929
30	25	Varied	1812
30	42	Varied	1847
30	47	Varied	1777
30	44	Varied	1941
12	1	Varied	4152
12	2	Varied	4336
12	3	Varied	4273
12	4	Varied	4381
12	5	Varied	4233
12	6	Varied	4194
12	7	Varied	4341
12	8	Varied	3485
12	9	Varied	3313
12	10	Varied	3563
12	13	Varied	3803
12	14	Varied	3672
12	15	Varied	3608
12	18	Varied	2696
12	19	Varied	3834
12	20	Varied	3379
12	24	Varied	3511
12	25	Varied	3488
12	29	Varied	3327
12	31	Varied	3290
12	32	Varied	3351
12	33	Varied	3046
12	34	Varied	3565
12	36	Varied	3050
12	37	Varied	3421
12	38	Varied	2971
12	41	Varied	2887
12	44	Varied	3342
12	45	Varied	2423
12	46	Varied	3220
12	48	Varied	3172
12	11	Varied	3603
12	16	Varied	3193
12	17	Varied	3553
12	26	Varied	3576
12	40	Varied	3528
12	47	Varied	2794
12	51	Varied	2645
12	22	Varied	3658
12	42	Varied	2802
12	27	Varied	2742
12	39	Varied	3045
8	1	Varied	3390
8	2	Varied	3165
8	3	Varied	3226
8	4	Varied	3152
8	5	Varied	3575
8	6	Varied	3528
8	7	Varied	3160
8	9	Varied	3758
8	10	Varied	3073
8	13	Varied	3062
8	14	Varied	3194
8	15	Varied	4073
8	18	Varied	2567
8	19	Varied	2917
8	20	Varied	2541
8	24	Varied	3004
8	25	Varied	3118
8	29	Varied	2755
8	31	Varied	2789
8	32	Varied	2899
8	33	Varied	2676
8	34	Varied	2933
8	36	Varied	3497
8	37	Varied	2748
8	38	Varied	2524
8	41	Varied	2456
8	44	Varied	2593
8	45	Varied	2305
8	46	Varied	2711
8	48	Varied	2768
8	11	Varied	2915
8	17	Varied	2964
8	40	Varied	2756
8	22	Varied	3212
8	39	Varied	2875
8	42	Varied	2520
8	47	Varied	2342
8	26	Varied	3046
8	16	Varied	2618
8	27	Varied	2280
8	51	Varied	2321
24	1	Varied	3019
24	2	Varied	3130
24	3	Varied	3097
24	4	Varied	3073
24	5	Varied	3363
24	6	Varied	3325
24	7	Varied	3170
24	9	Varied	2831
24	10	Varied	2851
24	13	Varied	2862
24	14	Varied	3084
24	15	Varied	2938
24	18	Varied	2429
24	19	Varied	3050
24	20	Varied	2754
24	25	Varied	2651
24	29	Varied	2774
24	31	Varied	2788
24	32	Varied	3185
24	33	Varied	2459
24	34	Varied	2961
24	36	Varied	2767
24	37	Varied	2815
24	38	Varied	2553
24	41	Varied	2336
24	44	Varied	2625
24	45	Varied	2266
24	46	Varied	2571
24	48	Varied	2811
24	11	Varied	2726
24	17	Varied	2807
24	40	Varied	2829
24	22	Varied	2909
24	26	Varied	3070
24	42	Varied	2481
24	16	Varied	2591
24	27	Varied	2220
24	39	Varied	2790
24	51	Varied	2436
24	47	Varied	2239
5	1	Varied	4300
5	2	Varied	3932
5	3	Varied	4022
5	4	Varied	3964
5	6	Varied	4676
5	7	Varied	3975
5	9	Varied	3301
5	10	Varied	3912
5	13	Varied	3537
5	14	Varied	4017
5	15	Varied	3537
5	18	Varied	2682
5	19	Varied	3472
5	20	Varied	3093
5	25	Varied	3277
5	29	Varied	3263
5	31	Varied	3252
5	32	Varied	3182
5	33	Varied	2833
5	34	Varied	3670
5	36	Varied	3088
5	37	Varied	3240
5	38	Varied	2834
5	41	Varied	2770
5	44	Varied	2962
5	45	Varied	2482
5	46	Varied	3022
5	48	Varied	3372
5	22	Varied	3880
5	39	Varied	3309
5	11	Varied	3480
5	16	Varied	3208
5	17	Varied	3287
5	26	Varied	3768
5	40	Varied	3407
5	47	Varied	2632
5	42	Varied	2778
5	27	Varied	2679
5	51	Varied	2424
22	1	Varied	3711
22	2	Varied	3112
22	3	Varied	3100
22	6	Varied	3808
22	7	Varied	3173
22	9	Varied	3149
22	10	Varied	3368
22	13	Varied	2930
22	14	Varied	3435
22	29	Varied	2647
22	31	Varied	2766
22	33	Varied	2548
22	37	Varied	2778
22	38	Varied	2571
22	39	Varied	3142
22	45	Varied	2312
22	4	Varied	3281
22	17	Varied	2660
22	18	Varied	2384
22	19	Varied	2928
22	20	Varied	2550
22	26	Varied	3288
22	40	Varied	2935
22	42	Varied	2664
22	15	Varied	3290
22	34	Varied	3053
22	36	Varied	2839
22	41	Varied	2387
22	32	Varied	2812
22	11	Varied	2811
22	47	Varied	2460
22	44	Varied	2790
22	46	Varied	2632
22	16	Varied	2892
22	27	Varied	2522
22	48	Varied	2832
22	25	Varied	2827
22	51	Varied	2274
32	1	Varied	2963
32	2	Varied	2947
32	3	Varied	2905
32	4	Varied	2883
32	6	Varied	3155
32	7	Varied	3045
32	9	Varied	2752
32	10	Varied	2733
32	13	Varied	2732
32	14	Varied	2898
32	15	Varied	2876
32	18	Varied	2326
32	19	Varied	2942
32	20	Varied	2595
32	25	Varied	2580
32	29	Varied	2653
32	31	Varied	2659
32	33	Varied	2523
32	34	Varied	2854
32	36	Varied	2690
32	37	Varied	2767
32	38	Varied	2479
32	41	Varied	2343
32	44	Varied	2557
32	45	Varied	2240
32	46	Varied	2660
32	48	Varied	2766
32	11	Varied	2600
32	16	Varied	2594
32	17	Varied	2714
32	26	Varied	2911
32	40	Varied	2782
32	47	Varied	2192
32	39	Varied	2693
32	42	Varied	2474
32	27	Varied	2139
32	51	Varied	2439
36	1	Varied	2893
36	2	Varied	2623
36	3	Varied	2723
36	4	Varied	2570
36	6	Varied	3090
36	7	Varied	2715
36	9	Varied	3123
36	10	Varied	2720
36	13	Varied	2643
36	14	Varied	2825
36	15	Varied	3467
36	18	Varied	2180
36	19	Varied	2646
36	20	Varied	2305
36	25	Varied	2793
36	29	Varied	2381
36	31	Varied	2462
36	33	Varied	2302
36	34	Varied	2656
36	37	Varied	2479
36	38	Varied	2317
36	41	Varied	2288
36	44	Varied	2381
36	45	Varied	2056
36	46	Varied	2414
36	48	Varied	2504
36	39	Varied	2632
36	42	Varied	2362
36	17	Varied	2480
36	11	Varied	2508
36	47	Varied	2113
36	26	Varied	2692
36	16	Varied	2387
36	27	Varied	2018
36	51	Varied	2180
36	40	Varied	2527
26	1	Varied	3297
26	2	Varied	3301
26	3	Varied	3347
26	4	Varied	3375
26	6	Varied	3642
26	7	Varied	3425
26	11	Varied	2903
26	13	Varied	2967
26	16	Varied	2921
26	17	Varied	2899
26	19	Varied	3089
26	20	Varied	2809
26	25	Varied	2808
26	29	Varied	2945
26	33	Varied	2678
26	34	Varied	3400
26	40	Varied	3005
26	45	Varied	2334
26	48	Varied	3005
26	14	Varied	3267
26	51	Varied	2396
26	10	Varied	3077
26	18	Varied	2457
26	42	Varied	2711
26	31	Varied	3010
26	37	Varied	2884
26	38	Varied	2685
26	46	Varied	2796
26	27	Varied	2624
26	39	Varied	2894
26	44	Varied	2708
26	9	Varied	2864
26	15	Varied	3046
26	41	Varied	2468
26	47	Varied	2455
14	1	Varied	3679
14	2	Varied	3348
14	3	Varied	3289
14	4	Varied	3270
14	6	Varied	4136
14	7	Varied	3408
14	9	Varied	3011
14	10	Varied	3372
14	13	Varied	2916
14	15	Varied	3083
14	18	Varied	2417
14	19	Varied	3077
14	20	Varied	2716
14	25	Varied	2817
14	29	Varied	2738
14	31	Varied	2825
14	33	Varied	2513
14	34	Varied	3170
14	37	Varied	2784
14	38	Varied	2470
14	41	Varied	2354
14	44	Varied	2553
14	45	Varied	2294
14	46	Varied	2604
14	48	Varied	2990
14	39	Varied	3051
14	11	Varied	2818
14	17	Varied	2776
14	47	Varied	2382
14	51	Varied	2257
14	40	Varied	2859
14	42	Varied	2533
14	27	Varied	2399
14	16	Varied	2756
6	1	Varied	4252
6	2	Varied	3900
6	3	Varied	3864
6	4	Varied	3869
6	7	Varied	3961
6	9	Varied	3269
6	10	Varied	3815
6	13	Varied	3432
6	15	Varied	3511
6	18	Varied	2600
6	19	Varied	3476
6	20	Varied	3063
6	25	Varied	3293
6	29	Varied	3166
6	31	Varied	3137
6	33	Varied	2859
6	34	Varied	3604
6	37	Varied	3243
6	38	Varied	2827
6	41	Varied	2700
6	44	Varied	2916
6	45	Varied	2403
6	46	Varied	2921
6	48	Varied	3215
6	39	Varied	3301
6	11	Varied	3293
6	16	Varied	3129
6	17	Varied	3247
6	40	Varied	3311
6	47	Varied	2633
6	51	Varied	2416
6	42	Varied	2772
6	27	Varied	2649
9	1	Varied	3214
9	2	Varied	2872
9	3	Varied	2921
9	4	Varied	3012
9	7	Varied	2915
9	10	Varied	2844
9	13	Varied	2762
9	15	Varied	3806
9	18	Varied	2436
9	19	Varied	2708
9	20	Varied	2392
9	25	Varied	2790
9	29	Varied	2571
9	31	Varied	2602
9	33	Varied	2591
9	34	Varied	2772
9	37	Varied	2598
9	38	Varied	2431
9	41	Varied	2299
9	44	Varied	2530
9	45	Varied	2242
9	46	Varied	2536
9	48	Varied	2626
9	39	Varied	2732
9	42	Varied	2502
9	17	Varied	2711
9	11	Varied	2577
9	40	Varied	2692
9	47	Varied	2249
9	16	Varied	2486
9	27	Varied	2177
9	51	Varied	2190
39	1	Varied	3077
39	2	Varied	2689
